query,last7_clicks,last7_impressions,last7_ctr,last7_position,prev7_clicks,prev7_impressions,prev7_ctr,prev7_position,clicks_change,clicks_change_pct,impressions_change,impressions_change_pct,ctr_change,position_change,position_direction,status,last14_clicks,last14_impressions,last14_ctr,last14_position,prev14_clicks,prev14_impressions,prev14_ctr,prev14_position,w14_clicks_change,w14_clicks_change_pct,w14_impressions_change,w14_impressions_change_pct,w14_ctr_change,w14_position_change,w14_position_direction,w14_status,topic,language,is_brand,last7_period,prev7_period
раскрутка сайта стоимость,0.0,1.0,0.0,23.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,23.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
реклама в телеграм біржа каналів,0.0,1.0,0.0,49.0,0.0,1.0,0.0,50.0,0.0,,0.0,0.0,0.0,-1.0,improved,both,0,2,0.0,49.5,0,1,0.0,46.0,0,,1,100.0,0.0,3.5,worsened,both,telegram_ads,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
реклама в телеграм каналах біржа,0.0,2.0,0.0,58.0,0.0,1.0,0.0,40.0,0.0,,1.0,100.0,0.0,18.0,worsened,both,0,3,0.0,52.0,0,2,0.0,64.0,0,,1,50.0,0.0,-12.0,improved,both,telegram_ads,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
реклама у телеграм біржа,0.0,2.0,0.0,18.5,0.0,3.0,0.0,53.33,0.0,,-1.0,-33.3,0.0,-34.83,improved,both,0,5,0.0,39.4,0,1,0.0,58.0,0,,4,400.0,0.0,-18.6,improved,both,telegram_ads,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
продвижение seo,0.0,5.0,0.0,58.0,0.0,15.0,0.0,66.33,0.0,,-10.0,-66.7,0.0,-8.33,improved,both,0,20,0.0,64.25,0,29,0.0,65.31,0,,-9,-31.0,0.0,-1.06,improved,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
поисковое продвижение сайтов в ташкенте,0.0,1.0,0.0,41.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,41.0,0,1,0.0,52.0,0,,0,0.0,0.0,-11.0,improved,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лид что это,0.0,2.0,0.0,20.5,0.0,2.0,0.0,34.0,0.0,,0.0,0.0,0.0,-13.5,improved,both,0,4,0.0,27.25,0,2,0.0,29.5,0,,2,100.0,0.0,-2.25,improved,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
подписка чат gpt цена,0.0,1.0,0.0,3.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,3.0,0,0,,,0,,1,,0.0,,n/a,new,chatgpt_payment,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лид что это такое в продажах,0.0,1.0,0.0,44.0,0.0,3.0,0.0,44.33,0.0,,-2.0,-66.7,0.0,-0.33,stable,both,0,4,0.0,44.25,0,3,0.0,44.67,0,,1,33.3,0.0,-0.42,stable,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лид это,0.0,12.0,0.0,21.0,0.0,29.0,0.0,28.0,0.0,,-17.0,-58.6,0.0,-7.0,improved,both,0,41,0.0,25.95,0,58,0.0,23.38,0,,-17,-29.3,0.0,2.57,worsened,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лид это в маркетинге,0.0,2.0,0.0,20.5,0.0,7.0,0.0,28.29,0.0,,-5.0,-71.4,0.0,-7.79,improved,both,0,9,0.0,26.56,0,14,0.0,26.71,0,,-5,-35.7,0.0,-0.15,stable,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лид это в рекламе,0.0,2.0,0.0,24.0,0.0,7.0,0.0,24.57,0.0,,-5.0,-71.4,0.0,-0.57,improved,both,0,9,0.0,24.44,0,20,0.0,23.6,0,,-11,-55.0,0.0,0.84,worsened,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лиды в маркетинге,0.0,1.0,0.0,19.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,19.0,0,4,0.0,14.0,0,,-3,-75.0,0.0,5.0,worsened,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лиды в маркетинге это,0.0,1.0,0.0,10.0,0.0,2.0,0.0,22.5,0.0,,-1.0,-50.0,0.0,-12.5,improved,both,0,3,0.0,18.33,0,5,0.0,12.6,0,,-2,-40.0,0.0,5.73,worsened,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лиды маркетинг,0.0,2.0,0.0,34.5,0.0,6.0,0.0,34.17,0.0,,-4.0,-66.7,0.0,0.33,stable,both,0,8,0.0,34.25,0,7,0.0,29.86,0,,1,14.3,0.0,4.39,worsened,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лиды что это,0.0,1.0,0.0,36.0,0.0,10.0,0.0,35.0,0.0,,-9.0,-90.0,0.0,1.0,worsened,both,0,11,0.0,35.09,0,2,0.0,35.5,0,,9,450.0,0.0,-0.41,stable,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лиды это,0.0,1.0,0.0,28.0,0.0,12.0,0.0,34.25,0.0,,-11.0,-91.7,0.0,-6.25,improved,both,0,13,0.0,33.77,0,11,0.0,27.64,0,,2,18.2,0.0,6.13,worsened,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
общение с ии,0.0,1.0,0.0,51.0,0.0,1.0,0.0,52.0,0.0,,0.0,0.0,0.0,-1.0,improved,both,0,2,0.0,51.5,0,1,0.0,85.0,0,,1,100.0,0.0,-33.5,improved,both,ai_general,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
онлайн,0.0,2.0,0.0,7.0,0.0,0.0,,,0.0,,2.0,,0.0,,n/a,new,0,2,0.0,7.0,0,0,,,0,,2,,0.0,,n/a,new,other,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
онлайн chatgpt,0.0,1.0,0.0,6.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,6.0,0,0,,,0,,1,,0.0,,n/a,new,chatgpt_online,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
оплата за лид,0.0,1.0,0.0,94.0,0.0,2.0,0.0,84.5,0.0,,-1.0,-50.0,0.0,9.5,worsened,both,0,3,0.0,87.67,0,5,0.0,85.4,0,,-2,-40.0,0.0,2.27,worsened,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
оптимизация сайта стоимость,0.0,1.0,0.0,29.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,29.0,0,0,,,0,,1,,0.0,,n/a,new,webdev,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
поддержка telegram,0.0,2.0,0.0,11.0,0.0,0.0,,,0.0,,2.0,,0.0,,n/a,new,0,2,0.0,11.0,0,0,,,0,,2,,0.0,,n/a,new,telegram_bots,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
поддержка телеграмм бот,0.0,2.0,0.0,9.0,0.0,0.0,,,0.0,,2.0,,0.0,,n/a,new,0,2,0.0,9.0,0,0,,,0,,2,,0.0,,n/a,new,telegram_bots,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
подписка гпт,0.0,1.0,0.0,3.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,3.0,0,0,,,0,,1,,0.0,,n/a,new,chatgpt_payment,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
япт джпт,0.0,0.0,,,0.0,1.0,0.0,8.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,8.0,0,0,,,0,,1,,0.0,,n/a,new,chatgpt_online,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
"""elama""",,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,25.0,0,,-1,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai manager,,,,,,,,,,,,,,,,,0,0,,,0,3,0.0,22.67,0,,-3,-100.0,0.0,,n/a,lost,chatbot_dev,en,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai консультант для сайта,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,18.0,0,,-1,-100.0,0.0,,n/a,lost,webdev,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai62911,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,10.0,0,,-1,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai67050,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,10.0,0,,-1,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai67067,,,,,,,,,,,,,,,,,0,0,,,0,2,0.0,9.5,0,,-2,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai67069,,,,,,,,,,,,,,,,,0,0,,,0,2,0.0,4.5,0,,-2,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai67090,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,4.0,0,,-1,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai67109,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,10.0,0,,-1,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai67226,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,8.0,0,,-1,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai67545,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,10.0,0,,-1,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai67622,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,6.0,0,,-1,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai67623,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,5.0,0,,-1,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai67628,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,4.0,0,,-1,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai67901,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,10.0,0,,-1,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai67903,,,,,,,,,,,,,,,,,0,0,,,0,2,0.0,9.0,0,,-2,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai67905,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,9.0,0,,-1,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai67990,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,9.0,0,,-1,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai67997,,,,,,,,,,,,,,,,,0,0,,,0,2,0.0,10.0,0,,-2,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai68339,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,6.0,0,,-1,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
arzon sifatli veb sayt yaratish xizmati,,,,,,,,,,,,,,,,,0,0,,,0,2,0.0,75.0,0,,-2,-100.0,0.0,,n/a,lost,webdev,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
audit digital marketing,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,2.0,0,,-1,-100.0,0.0,,n/a,lost,digital_marketing,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
bitrich ai bot,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,9.0,0,,-1,-100.0,0.0,,n/a,lost,chatbot_dev,en,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
boss digital,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,5.0,0,,-1,-100.0,0.0,,n/a,lost,brand,neutral,True,2026-09-08..2026-09-14,2026-09-01..2026-09-07
botlar,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,6.0,0,,-1,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chap jtp,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,4.0,0,,-1,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chat gpt kodlari,,,,,,,,,,,,,,,,,0,0,,,0,2,0.0,6.5,0,,-2,-100.0,0.0,,n/a,lost,chatgpt_online,en,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatbot crm,,,,,,,,,,,,,,,,,0,0,,,0,2,0.0,25.0,0,,-2,-100.0,0.0,,n/a,lost,chatbot_dev,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatbot for crm,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,57.0,0,,-1,-100.0,0.0,,n/a,lost,chatbot_dev,en,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatbot versus chatgpt,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,82.0,0,,-1,-100.0,0.0,,n/a,lost,chatgpt_online,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatbot vs gpt,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,77.0,0,,-1,-100.0,0.0,,n/a,lost,chatgpt_alternatives,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatga bitta,,,,,,,,,,,,,,,,,0,0,,,0,6,0.0,3.5,0,,-6,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt biznes,,,,,,,,,,,,,,,,,0,0,,,0,2,0.0,6.0,0,,-2,-100.0,0.0,,n/a,lost,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt promptlari,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,5.0,0,,-1,-100.0,0.0,,n/a,lost,chatgpt_prompts,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
chatgpt узбекистан,,,,,,,,,,,,,,,,,0,0,,,1,3,0.3333333333333333,6.33,-1,-100.0,-3,-100.0,-0.3333,,n/a,lost,chatgpt_online,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
cjhatg,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,6.0,0,,-1,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
click bot telegram,,,,,,,,,,,,,,,,,0,0,,,0,3,0.0,9.0,0,,-3,-100.0,0.0,,n/a,lost,telegram_bots,en,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
cnat gpt,,,,,,,,,,,,,,,,,0,0,,,0,3,0.0,6.67,0,,-3,-100.0,0.0,,n/a,lost,chatgpt_online,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
cpa cpl,,,,,,,,,,,,,,,,,0,0,,,0,2,0.0,43.0,0,,-2,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
cpa cpl traffic,,,,,,,,,,,,,,,,,0,0,,,0,2,0.0,92.5,0,,-2,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
cpc and cpa,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,81.0,0,,-1,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
cpc c3,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,77.0,0,,-1,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
cpc cpa cpl cpm cpi cps ecpc ecpm cr ctr,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,43.0,0,,-1,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
cpc cpl,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,60.0,0,,-1,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
cpc cpm cpa,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,27.0,0,,-1,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
cpc cpm meaning,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,65.0,0,,-1,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
cpc vs cpl,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,60.0,0,,-1,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
cpc что это такое в рекламе,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,90.0,0,,-1,-100.0,0.0,,n/a,lost,digital_marketing,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
cpl cpm,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,59.0,0,,-1,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
cpm ctr cpc cpl cpa,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,76.0,0,,-1,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
crm chatbot,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,70.0,0,,-1,-100.0,0.0,,n/a,lost,chatbot_dev,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
crm with chatbot,,,,,,,,,,,,,,,,,0,0,,,0,2,0.0,70.5,0,,-2,-100.0,0.0,,n/a,lost,chatbot_dev,en,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ctr cpl,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,75.0,0,,-1,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
direct nima,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,9.0,0,,-1,-100.0,0.0,,n/a,lost,instagram_bots,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
direct nima degani,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,9.0,0,,-1,-100.0,0.0,,n/a,lost,instagram_bots,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
google ads and seo,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,9.0,0,,-1,-100.0,0.0,,n/a,lost,seo,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
gp[t,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,8.0,0,,-1,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
gpt chat на русском языке,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,67.0,0,,-1,-100.0,0.0,,n/a,lost,chatgpt_online,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
gpt vs chatgpt,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,6.0,0,,-1,-100.0,0.0,,n/a,lost,chatgpt_alternatives,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
gpt написать текст,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,65.0,0,,-1,-100.0,0.0,,n/a,lost,chatgpt_online,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
lead что это,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,81.0,0,,-1,-100.0,0.0,,n/a,lost,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
marketing haqida,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,55.0,0,,-1,-100.0,0.0,,n/a,lost,digital_marketing,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
marketing kit,,,,,,,,,,,,,,,,,0,0,,,0,2,0.0,29.0,0,,-2,-100.0,0.0,,n/a,lost,digital_marketing,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
marketing nima uchun kerak,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,10.0,0,,-1,-100.0,0.0,,n/a,lost,digital_marketing,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
nachat gpt,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,8.0,0,,-1,-100.0,0.0,,n/a,lost,chatgpt_online,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
online chatgpt,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,6.0,0,,-1,-100.0,0.0,,n/a,lost,chatgpt_online,en,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
open ai это,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,3.0,0,,-1,-100.0,0.0,,n/a,lost,ai_general,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
payme telegram,,,,,,,,,,,,,,,,,0,0,,,0,2,0.0,10.0,0,,-2,-100.0,0.0,,n/a,lost,telegram_bots,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
python telegram bot,,,,,,,,,,,,,,,,,0,0,,,0,3,0.0,34.33,0,,-3,-100.0,0.0,,n/a,lost,telegram_bots,en,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
qayerdan yuklab olsam buladi,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,3.0,0,,-1,-100.0,0.0,,n/a,lost,other,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
sayt tayyorlash,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,84.0,0,,-1,-100.0,0.0,,n/a,lost,webdev,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
sayt tuzish,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,29.0,0,,-1,-100.0,0.0,,n/a,lost,webdev,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
sayt yaratish,,,,,,,,,,,,,,,,,0,0,,,0,7,0.0,37.71,0,,-7,-100.0,0.0,,n/a,lost,webdev,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
sayt yaratish xizmati,,,,,,,,,,,,,,,,,0,0,,,0,9,0.0,71.89,0,,-9,-100.0,0.0,,n/a,lost,webdev,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo аудит пример,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,95.0,0,,-1,-100.0,0.0,,n/a,lost,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo аудит сайта цена,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,14.0,0,,-1,-100.0,0.0,,n/a,lost,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo аудит сайта чек лист,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,48.0,0,,-1,-100.0,0.0,,n/a,lost,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo аудит чек лист,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,76.0,0,,-1,-100.0,0.0,,n/a,lost,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo компания,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,15.0,0,,-1,-100.0,0.0,,n/a,lost,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo продвижение недорого,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,25.0,0,,-1,-100.0,0.0,,n/a,lost,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo продвижение сайта что это такое,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,77.0,0,,-1,-100.0,0.0,,n/a,lost,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo продвижение сайтов услуги,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,13.0,0,,-1,-100.0,0.0,,n/a,lost,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo продвижение сайтов что это,,,,,,,,,,,,,,,,,0,0,,,0,2,0.0,67.0,0,,-2,-100.0,0.0,,n/a,lost,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo продвижение сайтов что это такое,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,56.0,0,,-1,-100.0,0.0,,n/a,lost,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo продвижение услуги,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,14.0,0,,-1,-100.0,0.0,,n/a,lost,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo продвижение что входит,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,48.0,0,,-1,-100.0,0.0,,n/a,lost,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo продвижения,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,57.0,0,,-1,-100.0,0.0,,n/a,lost,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo продвижения это,,,,,,,,,,,,,,,,,0,0,,,0,2,0.0,53.0,0,,-2,-100.0,0.0,,n/a,lost,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo раскрутка,,,,,,,,,,,,,,,,,0,0,,,0,3,0.0,31.33,0,,-3,-100.0,0.0,,n/a,lost,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo раскрутка сайта,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,14.0,0,,-1,-100.0,0.0,,n/a,lost,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo услуги,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,11.0,0,,-1,-100.0,0.0,,n/a,lost,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
seo чек лист,,,,,,,,,,,,,,,,,0,0,,,0,2,0.0,88.5,0,,-2,-100.0,0.0,,n/a,lost,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
shu haqda maʼlumot,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,1.0,0,,-1,-100.0,0.0,,n/a,lost,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
smm,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,10.0,0,,-1,-100.0,0.0,,n/a,lost,smm,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
smm mutaxassisi,,,,,,,,,,,,,,,,,0,0,,,0,1,0.0,46.0,0,,-1,-100.0,0.0,,n/a,lost,smm,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
smm nima,,,,,,,,,,,,,,,,,0,0,,,0,7,0.0,41.0,0,,-7,-100.0,0.0,,n/a,lost,smm,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
